3elt.gra;4492754;4168493;0.031924;1;4720
airfoil1.gra;2294186;2127719;0.028201;1;4253
basic.gra;6;6;0.000191;1;4
bintree10.gra;195819;195817;0.002979;1;1023
c1y.gra;330663;296209;0.004342;1;828
c2y.gra;411059;370013;0.005139;1;980
c3y.gra;783238;704616;0.00702;1;1327
c4y.gra;724122;639696;0.007316;1;1366
c5y.gra;603587;520723;0.006287;1;1202
gd95c.gra;1778;1653;0.00048;1;62
gd96a.gra;327315;287787;0.004916;1;1096
gd96b.gra;1131;1071;0.000704;1;111
gd96c.gra;1631;1485;0.000591;1;65
gd96d.gra;5857;5499;0.000899;1;180
hc10.gra;488256;487944;0.012686;1;1024
mesh33x33.gra;76491;73303;0.005089;1;1089
randomA1.gra;1294945;1165257;0.009619;1;1000
randomA2.gra;1718639;1605797;0.033433;1;1000
randomA3.gra;1808634;1732895;0.062603;1;1000
randomA4.gra;1424478;1292770;0.014152;1;1000
randomG4.gra;914418;836911;0.016361;1;1000
small.gra;13;11;0.000183;1;5
whitaker3.gra;11770733;11119568;0.070199;1;9800
3elt.gra;3909803;3052215;0.083495;10;47200
airfoil1.gra;2452848;1957897;0.076933;10;42530
basic.gra;6;6;0.000496;10;40
bintree10.gra;190747;169079;0.007128;10;10230
c1y.gra;318070;290885;0.013775;10;8280
c2y.gra;446254;373381;0.015171;10;9800
c3y.gra;766322;638730;0.019981;10;13270
c4y.gra;740817;602138;0.020513;10;13660
c5y.gra;643292;518821;0.01816;10;12020
gd95c.gra;1263;1118;0.001386;10;620
gd96a.gra;323521;283209;0.01583;10;10960
gd96b.gra;1115;861;0.001685;10;1110
gd96c.gra;1374;1024;0.001323;10;650
gd96d.gra;8858;4974;0.002292;10;1800
hc10.gra;484922;470868;0.023183;10;10240
mesh33x33.gra;60998;60372;0.01328;10;10890
randomA1.gra;1339669;1090530;0.025836;10;10000
randomA2.gra;1691742;1526698;0.089926;10;10000
randomA3.gra;1808634;1600451;0.167533;10;10000
randomA4.gra;1424478;1252112;0.036398;10;10000
randomG4.gra;914418;836911;0.036766;10;10000
small.gra;13;11;0.000506;10;50
whitaker3.gra;11770733;10290535;0.174712;10;98000
3elt.gra;3917222;2818125;0.601671;100;472000
airfoil1.gra;2587741;1773651;0.566896;100;425300
basic.gra;6;6;0.003404;100;400
bintree10.gra;193609;169041;0.052373;100;102300
c1y.gra;328470;265473;0.093617;100;82800
c2y.gra;428686;371632;0.111871;100;98000
c3y.gra;776973;640292;0.149538;100;132700
c4y.gra;772590;582525;0.152746;100;136600
c5y.gra;612341;470943;0.134982;100;120200
gd95c.gra;1531;1030;0.010309;100;6200
gd96a.gra;332674;275246;0.106148;100;109600
gd96b.gra;1241;790;0.012212;100;11100
gd96c.gra;1615;1011;0.013164;100;6500
gd96d.gra;6550;4805;0.017842;100;18000
hc10.gra;502822;470346;0.145576;100;102400
mesh33x33.gra;83521;57458;0.096752;100;108900
randomA1.gra;1211231;1044128;0.1879;100;100000
randomA2.gra;1692462;1487577;0.649481;100;100000
randomA3.gra;1809386;1582971;1.22486;100;100000
randomA4.gra;1479018;1289270;0.262798;100;100000
randomG4.gra;1119687;821779;0.253851;100;100000
small.gra;13;11;0.003703;100;500
whitaker3.gra;10887695;8711063;1.23528;100;980000
3elt.gra;3288726;2622477;57.5001;10000;47200000
airfoil1.gra;2232533;1706313;51.8482;10000;42530000
basic.gra;6;6;0.321764;10000;40000
bintree10.gra;195627;169039;4.58394;10000;10230000
c1y.gra;337727;250948;9.01571;10000;8280000
c2y.gra;443098;353162;10.6329;10000;9800000
c3y.gra;761874;617176;14.3791;10000;13270000
c4y.gra;755552;566917;14.712;10000;13660000
c5y.gra;637065;457972;12.999;10000;12020000
gd95c.gra;1716;945;0.984182;10000;620000
gd96a.gra;330998;266650;10.2536;10000;10960000
gd96b.gra;1112;751;1.16769;10000;1110000
gd96c.gra;1460;960;0.955921;10000;650000
gd96d.gra;6313;4633;1.66809;10000;1800000
hc10.gra;502860;470048;13.2923;10000;10240000
mesh33x33.gra;64076;56991;8.96467;10000;10890000
randomA1.gra;1227396;1027370;17.9006;10000;10000000
randomA2.gra;1697519;1468134;62.0817;10000;10000000
randomA3.gra;1791758;1537500;117.314;10000;10000000
randomA4.gra;1554620;1225719;25.0498;10000;10000000
randomG4.gra;1074146;795462;24.2561;10000;10000000
small.gra;12;11;0.344498;10000;50000
whitaker3.gra;12409307;8392852;117.794;10000;98000000
3elt.gra;3636416;3382627;0.03325;1;4720
airfoil1.gra;2472748;2273890;0.028761;1;4253
basic.gra;6;6;0.000188;1;4
bintree10.gra;169201;169199;0.002973;1;1023
c1y.gra;321548;286316;0.004356;1;828
c2y.gra;452110;409075;0.005128;1;980
c3y.gra;764931;700830;0.007134;1;1327
c4y.gra;748636;660622;0.00725;1;1366
c5y.gra;656687;565436;0.006316;1;1202
gd95c.gra;1686;1433;0.000496;1;62
gd96a.gra;332759;289206;0.004971;1;1096
gd96b.gra;2227;2067;0.000683;1;111
gd96c.gra;1141;1043;0.000545;1;65
gd96d.gra;6306;5594;0.000885;1;180
hc10.gra;471454;471050;0.009501;1;1024
mesh33x33.gra;87490;85690;0.005097;1;1089
randomA1.gra;1330075;1197407;0.009554;1;1000
randomA2.gra;1765737;1658752;0.033241;1;1000
randomA3.gra;1785560;1705473;0.061565;1;1000
randomA4.gra;1559943;1428675;0.015139;1;1000
randomG4.gra;1092396;996728;0.0151;1;1000
small.gra;13;13;0.000217;1;5
whitaker3.gra;10736602;10197107;0.066168;1;9800
3elt.gra;3910664;2942720;0.086405;10;47200
airfoil1.gra;2532152;2007983;0.074788;10;42530
basic.gra;6;6;0.000465;10;40
bintree10.gra;193579;169229;0.007123;10;10230
c1y.gra;333181;288269;0.014662;10;8280
c2y.gra;424833;384626;0.01533;10;9800
c3y.gra;772280;660263;0.020053;10;13270
c4y.gra;771160;632138;0.020475;10;13660
c5y.gra;623561;466252;0.018098;10;12020
gd95c.gra;1792;1146;0.0014;10;620
gd96a.gra;332639;277307;0.014474;10;10960
gd96b.gra;2227;1078;0.001569;10;1110
gd96c.gra;1369;1116;0.001334;10;650
gd96d.gra;5894;5289;0.00233;10;1800
hc10.gra;514408;470990;0.024888;10;10240
mesh33x33.gra;102656;58847;0.013182;10;10890
randomA1.gra;1274824;1107413;0.027247;10;10000
randomA2.gra;1703406;1519224;0.090796;10;10000
randomA3.gra;1785560;1572267;0.169;10;10000
randomA4.gra;1559943;1295804;0.036546;10;10000
randomG4.gra;1092396;957922;0.035749;10;10000
small.gra;13;11;0.000494;10;50
whitaker3.gra;10736602;10197107;0.172136;10;98000
3elt.gra;4637812;2757001;0.601103;100;472000
airfoil1.gra;1965875;1806017;0.541233;100;425300
basic.gra;6;6;0.003403;100;400
bintree10.gra;192827;169073;0.048288;100;102300
c1y.gra;324745;269312;0.093802;100;82800
c2y.gra;427077;364233;0.114439;100;98000
c3y.gra;784472;639338;0.14936;100;132700
c4y.gra;785671;607518;0.153891;100;136600
c5y.gra;604093;461744;0.136478;100;120200
gd95c.gra;1274;1029;0.011072;100;6200
gd96a.gra;330450;268716;0.105939;100;109600
gd96b.gra;1443;824;0.012477;100;11100
gd96c.gra;1309;1029;0.011147;100;6500
gd96d.gra;8749;4779;0.017394;100;18000
hc10.gra;488268;470504;0.140371;100;102400
mesh33x33.gra;62626;58789;0.093475;100;108900
randomA1.gra;1259040;1070615;0.186726;100;100000
randomA2.gra;1677828;1507960;0.644486;100;100000
randomA3.gra;1721584;1578681;1.22477;100;100000
randomA4.gra;1535539;1252922;0.261895;100;100000
randomG4.gra;1180687;816561;0.253915;100;100000
small.gra;12;11;0.003513;100;500
whitaker3.gra;12498221;8677937;1.23614;100;980000
3elt.gra;3270405;2652001;57.4719;10000;47200000
airfoil1.gra;2045571;1708074;51.8508;10000;42530000
basic.gra;6;6;0.326651;10000;40000
bintree10.gra;196295;169039;4.55341;10000;10230000
c1y.gra;326757;247303;9.00281;10000;8280000
c2y.gra;437284;346212;10.6418;10000;9800000
c3y.gra;781944;611218;14.3603;10000;13270000
