3elt.gra;4193774;3883503;0.031491;1;4720
airfoil1.gra;3651408;3376906;0.030153;1;4253
basic.gra;6;6;0.000174;1;4
bintree10.gra;196291;196289;0.002956;1;1023
c1y.gra;334803;299135;0.004581;1;828
c2y.gra;436438;396240;0.006141;1;980
c3y.gra;785717;704989;0.00986;1;1327
c4y.gra;708071;608101;0.01036;1;1366
c5y.gra;611664;537553;0.006537;1;1202
gd95c.gra;1557;1390;0.0005;1;62
gd96a.gra;316937;287758;0.004557;1;1096
gd96b.gra;1422;1254;0.000597;1;111
gd96c.gra;1536;1312;0.00045;1;65
gd96d.gra;5861;5186;0.000742;1;180
hc10.gra;499324;498920;0.011223;1;1024
mesh33x33.gra;91065;89425;0.005081;1;1089
randomA1.gra;1333483;1203683;0.010886;1;1000
randomA2.gra;1700308;1597578;0.037005;1;1000
randomA3.gra;1773433;1694089;0.062048;1;1000
randomA4.gra;1541113;1420700;0.013799;1;1000
randomG4.gra;1218194;1122843;0.01377;1;1000
small.gra;14;13;0.000193;1;5
whitaker3.gra;12034314;11391618;0.065954;1;9800
3elt.gra;3453980;3221762;0.083477;10;47200
airfoil1.gra;2014451;1865448;0.077012;10;42530
basic.gra;6;6;0.000467;10;40
bintree10.gra;189047;184713;0.00707;10;10230
c1y.gra;328463;260284;0.013822;10;8280
c2y.gra;445665;381277;0.014986;10;9800
c3y.gra;765719;668899;0.01997;10;13270
c4y.gra;700932;604105;0.021893;10;13660
c5y.gra;629388;495142;0.018056;10;12020
gd95c.gra;1398;1053;0.00138;10;620
gd96a.gra;334987;274207;0.015602;10;10960
gd96b.gra;1057;1021;0.001671;10;1110
gd96c.gra;1159;1085;0.001311;10;650
gd96d.gra;6730;5344;0.002238;10;1800
hc10.gra;488288;471020;0.021419;10;10240
mesh33x33.gra;73906;58641;0.013208;10;10890
randomA1.gra;1274679;1113944;0.027616;10;10000
randomA2.gra;1674661;1491681;0.091399;10;10000
randomA3.gra;1710392;1599170;0.169551;10;10000
randomA4.gra;1541113;1317530;0.037766;10;10000
randomG4.gra;1218194;827447;0.037284;10;10000
small.gra;14;11;0.000484;10;50
whitaker3.gra;12034314;10601255;0.17166;10;98000
3elt.gra;3619947;2770458;0.600773;100;472000
airfoil1.gra;3730311;1783146;0.544258;100;425300
basic.gra;6;6;0.003517;100;400
bintree10.gra;196103;169081;0.052357;100;102300
c1y.gra;327931;272526;0.093263;100;82800
c2y.gra;457855;370510;0.110514;100;98000
c3y.gra;720663;639238;0.150408;100;132700
c4y.gra;748407;570268;0.156765;100;136600
c5y.gra;641084;485577;0.139248;100;120200
gd95c.gra;1862;960;0.010526;100;6200
gd96a.gra;333528;275896;0.106226;100;109600
gd96b.gra;2229;842;0.012377;100;11100
gd96c.gra;1625;1047;0.012051;100;6500
gd96d.gra;8860;4798;0.017385;100;18000
hc10.gra;502888;470260;0.141422;100;102400
mesh33x33.gra;76644;59228;0.093873;100;108900
randomA1.gra;1272969;1058776;0.186151;100;100000
randomA2.gra;1654538;1507255;0.649184;100;100000
randomA3.gra;1945147;1569558;1.21621;100;100000
randomA4.gra;1703833;1256549;0.264;100;100000
randomG4.gra;925584;816704;0.253751;100;100000
small.gra;14;11;0.003598;100;500
whitaker3.gra;11764080;8493728;1.23603;100;980000
3elt.gra;5402345;2752929;5.78429;1000;4720000
airfoil1.gra;2500672;1742204;5.19501;1000;4253000
basic.gra;6;6;0.033703;1000;4000
bintree10.gra;189615;169039;0.459219;1000;1023000
c1y.gra;329557;264070;0.907513;1000;828000
c2y.gra;450054;353494;1.06983;1000;980000
c3y.gra;780211;621309;1.44019;1000;1327000
c4y.gra;683068;571385;1.47346;1000;1366000
c5y.gra;601964;450346;1.30477;1000;1202000
gd95c.gra;1588;949;0.099044;1000;62000
gd96a.gra;326961;264520;1.03251;1000;1096000
gd96b.gra;1276;801;0.120763;1000;111000
gd96c.gra;1352;982;0.095755;1000;65000
gd96d.gra;6449;4658;0.174769;1000;180000
