3elt.gra;976505;975796;0.032003;1;4720
airfoil1.gra;738744;738615;0.027627;1;4253
basic.gra;0;0;0.000177;1;4
bintree10.gra;136825;136825;0.003627;1;1023
c1y.gra;271305;256936;0.004824;1;828
c2y.gra;327446;313005;0.008185;1;980
c3y.gra;514997;492559;0.009026;1;1327
c4y.gra;486962;432195;0.01048;1;1366
c5y.gra;444075;417579;0.00821;1;1202
gd95c.gra;1236;1214;0.000534;1;62
gd96a.gra;315070;277768;0.004815;1;1096
gd96b.gra;2560;2486;0.000763;1;111
gd96c.gra;844;827;0.000562;1;65
gd96d.gra;9046;6055;0.000989;1;180
hc10.gra;923780;907048;0.012046;1;1024
mesh33x33.gra;67141;67141;0.005585;1;1089
randomA1.gra;1409999;1266996;0.00921;1;1000
randomA2.gra;8014212;7526916;0.034162;1;1000
randomA3.gra;16466545;15734949;0.064253;1;1000
randomA4.gra;2493998;2280419;0.014513;1;1000
randomG4.gra;300096;299096;0.013916;1;1000
small.gra;15;15;0.000239;1;5
whitaker3.gra;1476258;1475669;0.067007;1;9800
3elt.gra;976505;957939;0.069698;10;47200
airfoil1.gra;738744;738615;0.062977;10;42530
basic.gra;0;0;0.000474;10;40
bintree10.gra;136825;112424;0.009423;10;10230
c1y.gra;271305;229147;0.010888;10;8280
c2y.gra;327446;297244;0.012899;10;9800
c3y.gra;514997;472953;0.017505;10;13270
c4y.gra;486962;427410;0.01781;10;13660
c5y.gra;444075;368470;0.01849;10;12020
gd95c.gra;1236;842;0.001319;10;620
gd96a.gra;315070;262133;0.014473;10;10960
gd96b.gra;2560;2486;0.001734;10;1110
gd96c.gra;844;778;0.001216;10;650
gd96d.gra;9046;5340;0.002295;10;1800
hc10.gra;923780;894880;0.024909;10;10240
mesh33x33.gra;67141;46771;0.012625;10;10890
randomA1.gra;1409999;1264124;0.022777;10;10000
randomA2.gra;8014212;7526916;0.073376;10;10000
randomA3.gra;16466545;15590449;0.130377;10;10000
randomA4.gra;2480051;2232706;0.029428;10;10000
randomG4.gra;311571;273420;0.03115;10;10000
small.gra;18;14;0.000509;10;50
whitaker3.gra;1419949;1374670;0.144613;10;98000
3elt.gra;1077309;924827;0.454464;100;472000
airfoil1.gra;935798;730391;0.411391;100;425300
basic.gra;0;0;0.003257;100;400
bintree10.gra;128767;112382;0.071485;100;102300
c1y.gra;257063;225408;0.076579;100;82800
c2y.gra;331689;286521;0.089912;100;98000
c3y.gra;518130;454937;0.122659;100;132700
c4y.gra;507243;405174;0.121931;100;136600
c5y.gra;421585;360057;0.109162;100;120200
