3elt.gra;4787209;4787209;2.21947;1;
airfoil1.gra;3601401;3601221;1.75682;1;
basic.gra;6;6;0.000175;1;
bintree10.gra;194724;194603;0.036434;1;
c1y.gra;343175;343175;0.054142;1;
c2y.gra;449989;449812;0.076995;1;
c3y.gra;836479;836479;0.140401;1;
c4y.gra;813535;813388;0.148523;1;
c5y.gra;619192;619192;0.114524;1;
gd95c.gra;1116;1105;0.000667;1;
gd96a.gra;533631;532188;0.073684;1;
gd96b.gra;2289;2165;0.001128;1;
gd96c.gra;2513;2430;0.000608;1;
gd96d.gra;8972;8649;0.002419;1;
hc10.gra;535158;530588;0.132835;1;
mesh33x33.gra;65631;65443;0.060649;1;
randomA1.gra;1306468;1305234;0.162014;1;
randomA2.gra;1429383;1428321;0.647034;1;
randomA3.gra;1429611;1429009;1.25953;1;
randomA4.gra;1288231;1288231;0.241713;1;
randomG4.gra;916601;916601;0.233231;1;
small.gra;16;11;0.000179;1;
whitaker3.gra;17454149;17452156;9.28283;1;
3elt.gra;4156849;3877329;22.0293;10;
airfoil1.gra;3318084;3057475;17.4812;10;
basic.gra;6;6;0.000472;10;
bintree10.gra;193066;193065;0.306773;10;
c1y.gra;340763;332182;0.511405;10;
c2y.gra;453839;447145;0.711869;10;
c3y.gra;836205;793047;1.29985;10;
c4y.gra;825035;798231;1.37632;10;
c5y.gra;720035;632452;1.0798;10;
gd95c.gra;1511;890;0.003538;10;
gd96a.gra;397372;393214;0.718451;10;
gd96b.gra;2349;1699;0.007457;10;
gd96c.gra;1677;1569;0.00332;10;
gd96d.gra;6823;6807;0.015769;10;
hc10.gra;543256;477588;1.22927;10;
mesh33x33.gra;84260;66642;0.573158;10;
randomA1.gra;1272584;814803;1.5156;10;
randomA2.gra;1411316;1298851;6.26765;10;
randomA3.gra;1459795;1357042;12.1693;10;
randomA4.gra;1271958;1217344;2.31975;10;
randomG4.gra;1160123;927320;2.23164;10;
small.gra;11;11;0.000492;10;
whitaker3.gra;18184973;17158378;92.5175;10;
3elt.gra;5702628;1193735;110.529;50;
airfoil1.gra;3593466;414318;86.6991;50;
basic.gra;6;6;0.00175;50;
bintree10.gra;194142;193252;1.52519;50;
c1y.gra;342780;325939;2.49124;50;
c2y.gra;453433;443466;3.57346;50;
c3y.gra;827193;766894;6.6858;50;
c4y.gra;952122;755514;6.96545;50;
c5y.gra;647134;631144;5.39021;50;
gd95c.gra;888;856;0.016357;50;
gd96a.gra;405553;386007;3.5462;50;
