3elt.gra;5771547;5770690;2.21172;1;
airfoil1.gra;3496187;3496185;1.76592;1;
basic.gra;6;6;0.00017;1;
bintree10.gra;196292;195631;0.032689;1;
c1y.gra;341767;341767;0.056312;1;
c2y.gra;451003;450964;0.076083;1;
c3y.gra;835387;832454;0.127947;1;
c4y.gra;829001;829001;0.148963;1;
c5y.gra;677786;677786;0.115889;1;
gd95c.gra;887;876;0.000665;1;
gd96a.gra;411395;409221;0.075139;1;
gd96b.gra;2182;2042;0.001123;1;
gd96c.gra;1922;1922;0.000628;1;
gd96d.gra;9084;8671;0.002012;1;
hc10.gra;536604;532018;0.129429;1;
mesh33x33.gra;57190;57167;0.061999;1;
randomA1.gra;1310616;1309661;0.158916;1;
randomA2.gra;1380582;1379233;0.653113;1;
randomA3.gra;1552222;1551381;1.25497;1;
randomA4.gra;1359330;1357106;0.242839;1;
randomG4.gra;1138173;1138173;0.23137;1;
small.gra;16;11;0.00018;1;
whitaker3.gra;19719582;19717960;9.26619;1;
3elt.gra;5013448;1197072;21.8793;10;
airfoil1.gra;3641224;3035724;17.4073;10;
basic.gra;6;6;0.00048;10;
bintree10.gra;193976;191986;0.306697;10;
c1y.gra;337600;337600;0.506283;10;
c2y.gra;457819;447536;0.699869;10;
c3y.gra;819356;809700;1.31558;10;
c4y.gra;817876;761560;1.38198;10;
c5y.gra;630430;630430;1.08158;10;
gd95c.gra;1046;1025;0.004054;10;
gd96a.gra;534808;398855;0.712585;10;
gd96b.gra;1742;1705;0.00896;10;
gd96c.gra;1836;1613;0.005971;10;
gd96d.gra;7238;7156;0.01772;10;
hc10.gra;541966;483100;1.222;10;
mesh33x33.gra;84762;65443;0.571975;10;
randomA1.gra;1212276;1142903;1.53812;10;
randomA2.gra;1347103;1317363;6.28143;10;
randomA3.gra;1402439;1362437;12.1174;10;
randomA4.gra;1348659;1213023;2.3192;10;
randomG4.gra;1124992;1000384;2.22361;10;
small.gra;11;11;0.000478;10;
whitaker3.gra;19051931;17177482;92.2914;10;
3elt.gra;5575466;1194441;110.53;50;
airfoil1.gra;447993;447654;86.6591;50;
basic.gra;6;6;0.001718;50;
bintree10.gra;195659;192325;1.52992;50;
c1y.gra;343984;326256;2.50014;50;
c2y.gra;455881;440390;3.5532;50;
c3y.gra;828594;796722;6.63287;50;
c4y.gra;804870;765197;6.97497;50;
c5y.gra;654116;640979;5.38172;50;
gd95c.gra;1068;860;0.01768;50;
gd96a.gra;534904;383052;3.58578;50;
gd96b.gra;2280;1653;0.035588;50;
gd96c.gra;1892;1562;0.01522;50;
gd96d.gra;9067;6936;0.077769;50;
hc10.gra;533384;491972;6.09671;50;
mesh33x33.gra;81113;61717;2.85362;50;
randomA1.gra;1270127;810481;7.63801;50;
randomA2.gra;1415762;1310819;31.3043;50;
randomA3.gra;1437181;1347762;60.4451;50;
randomA4.gra;1191566;1191483;11.591;50;
randomG4.gra;1136489;833713;11.071;50;
small.gra;12;11;0.001871;50;
whitaker3.gra;17495856;9932475;461.597;50;
